id,machine_counts,job_counts,w_min,w_max,p_min,p_max,processing_time_range,weighted_processing_time_range
772,1,12,1,3,24,42,18,102
773,4,18,1,3,10,17,7,41
774,3,6,1,10,7,40,33,393
775,2,8,1,9,7,25,18,218
776,1,13,1,4,11,28,17,101
777,1,9,1,3,13,31,18,80
778,1,12,1,9,36,38,2,306
779,4,19,1,7,11,44,33,297
780,2,20,1,6,32,43,11,226
781,1,19,1,4,5,50,45,195
782,3,12,1,7,14,37,23,245
783,4,17,1,6,22,26,4,134
784,4,11,1,8,20,38,18,284
785,1,6,1,2,39,48,9,57
786,2,7,1,3,42,46,4,96
787,2,9,1,3,38,47,9,103
788,4,14,1,4,38,47,9,150
789,3,8,1,2,33,47,14,61
790,2,18,1,3,32,40,8,88
791,2,6,1,2,23,29,6,35
792,3,13,1,5,13,50,37,237
793,4,11,1,7,12,18,6,114
794,3,20,1,9,16,41,25,353
795,4,18,1,4,13,21,8,71
796,3,16,1,8,5,45,40,355
797,1,16,1,4,30,46,16,154
798,4,9,1,7,25,33,8,206
799,3,6,1,5,38,46,8,192
800,1,19,1,4,21,50,29,179
801,1,18,1,6,22,36,14,194
802,3,19,1,10,16,49,33,474
803,2,9,1,8,44,45,1,316
804,2,15,1,2,12,30,18,48
805,1,11,1,8,23,40,17,297
806,2,15,1,9,13,26,13,221
807,1,5,1,7,34,43,9,267
808,3,6,1,4,9,47,38,179
809,2,9,1,2,42,47,5,52
810,2,10,1,10,5,36,31,355
811,3,11,1,3,31,45,14,104
812,1,10,1,4,12,15,3,48
813,2,15,1,8,15,23,8,169
814,1,17,1,7,33,34,1,205
815,2,16,1,3,26,39,13,91
816,4,6,1,8,28,36,8,260
817,4,14,1,2,5,22,17,39
818,1,16,1,2,10,50,40,90
819,2,6,1,3,20,24,4,52
820,1,8,1,2,17,21,4,25
821,4,8,1,6,17,29,12,157
822,2,12,1,4,26,38,12,126
823,3,11,1,8,9,38,29,295
824,2,10,1,5,18,32,14,142
825,1,14,1,5,7,35,28,168
826,2,14,1,10,9,44,35,431
827,1,7,1,5,24,35,11,151
828,3,14,1,3,5,43,38,124
829,4,14,1,8,7,40,33,313
830,3,12,1,4,7,37,30,141
831,3,18,1,3,11,35,24,94
832,2,12,1,9,5,24,19,211
833,1,6,1,8,7,23,16,177
834,3,9,1,6,11,12,1,61
835,3,16,1,8,25,41,16,303
836,4,19,1,4,5,39,34,151
837,1,19,1,2,10,33,23,56
838,4,15,1,8,31,48,17,353
839,2,9,1,6,14,39,25,220
840,4,17,1,4,40,47,7,148
841,3,20,1,5,10,16,6,70
842,4,16,1,4,44,45,1,136
843,1,9,1,8,26,37,11,270
844,2,19,1,7,6,40,34,274
845,2,6,1,2,10,43,33,76
846,1,14,1,8,19,31,12,229
847,2,11,1,6,15,28,13,153
848,3,7,1,6,13,25,12,137
849,2,8,1,5,10,39,29,185
850,1,17,1,10,11,19,8,179
851,3,16,1,3,26,28,2,58
852,1,9,1,5,6,38,32,184
853,3,17,1,6,29,38,9,199
854,1,16,1,7,5,27,22,184
855,2,17,1,3,41,50,9,109
856,2,16,1,8,21,48,27,363
857,4,19,1,7,29,32,3,195
858,1,8,1,10,9,42,33,411
859,1,18,1,2,8,22,14,36
860,4,9,1,4,31,34,3,105
861,1,9,1,9,24,50,26,426
862,3,10,1,8,23,30,7,217
863,4,9,1,5,8,29,21,137
864,3,6,1,3,12,43,31,117
865,2,18,1,10,11,42,31,409
866,4,16,1,10,15,46,31,445
867,2,8,1,4,7,22,15,81
868,3,7,1,9,6,47,41,417
869,3,10,1,2,16,30,14,44
870,1,11,1,9,10,16,6,134
871,1,15,1,4,32,34,2,104
872,1,7,1,8,7,11,4,81
873,2,20,1,8,25,33,8,239
874,2,14,1,6,9,22,13,123
875,3,19,1,2,15,17,2,19
876,3,18,1,7,12,43,31,289
877,4,15,1,3,16,28,12,68
878,4,18,1,8,8,29,21,224
879,4,18,1,2,8,32,24,56
880,2,13,1,6,25,27,2,137
881,2,16,1,2,9,10,1,11
882,4,7,1,4,12,24,12,84
883,4,11,1,9,17,23,6,190
884,2,20,1,8,12,48,36,372
885,4,6,1,4,23,28,5,89
886,2,6,1,9,23,33,10,274
887,1,9,1,6,12,27,15,150
888,2,10,1,10,35,39,4,355
889,3,6,1,6,15,33,18,183
890,2,11,1,4,12,26,14,92
891,1,6,1,4,8,20,12,72
892,4,20,1,2,13,34,21,55
893,1,5,1,7,5,22,17,149
894,2,14,1,2,16,35,19,54
895,4,8,1,10,30,38,8,350
896,1,7,1,3,14,50,36,136
897,1,6,1,8,24,46,22,344
898,4,19,1,8,21,40,19,299
899,4,19,1,7,20,20,0,120
900,2,17,1,5,17,28,11,123
901,4,13,1,3,8,10,2,22
902,2,10,1,9,20,37,17,313
903,2,13,1,8,6,24,18,186
904,2,19,1,2,24,44,20,64
905,2,15,1,5,28,47,19,207
906,1,20,1,10,35,37,2,335
907,3,7,1,6,10,28,18,158
908,4,15,1,3,36,37,1,75
909,4,15,1,6,5,11,6,61
910,4,13,1,8,9,44,35,343
911,2,11,1,10,18,44,26,422
912,4,19,1,4,5,21,16,79
913,2,14,1,10,40,46,6,420
914,1,15,1,7,38,38,0,228
915,3,13,1,5,11,40,29,189
916,3,11,1,4,7,48,41,185
917,2,15,1,3,21,26,5,57
918,1,11,1,10,6,34,28,334
919,3,20,1,2,33,41,8,49
920,2,7,1,8,21,35,14,259
921,2,14,1,10,41,48,7,439
922,2,12,1,8,9,49,40,383
923,1,13,1,2,11,20,9,29
924,1,5,1,5,8,42,34,202
925,1,7,1,9,17,20,3,163
926,4,15,1,9,22,41,19,347
927,4,13,1,3,34,46,12,104
928,4,5,1,6,8,41,33,238
929,2,6,1,9,15,30,15,255
930,2,11,1,10,17,39,22,373
931,1,16,1,7,7,8,1,49
932,3,13,1,9,40,48,8,392
933,2,11,1,5,29,29,0,116
934,3,13,1,5,11,49,38,234
935,4,16,1,10,13,19,6,177
936,2,6,1,9,36,45,9,369
937,2,16,1,9,7,32,25,281
938,4,7,1,5,47,49,2,198
939,1,13,1,7,29,49,20,314
940,2,18,1,10,35,42,7,385
941,1,5,1,7,22,36,14,230
942,2,10,1,4,17,34,17,119
943,2,17,1,5,36,47,11,199
944,3,18,1,4,11,18,7,61
945,4,8,1,8,16,37,21,280
946,1,12,1,3,16,18,2,38
947,2,19,1,9,29,40,11,331
948,4,19,1,4,34,37,3,114
949,1,16,1,10,37,44,7,403
950,3,17,1,10,6,44,38,434
951,3,14,1,7,44,44,0,264
952,1,5,1,10,37,49,12,453
953,2,6,1,6,13,16,3,83
954,2,18,1,8,25,45,20,335
955,3,13,1,6,11,17,6,91
956,1,14,1,4,15,37,22,133
957,4,17,1,3,27,41,14,96
958,4,7,1,3,34,34,0,68
959,3,13,1,10,6,14,8,134
960,2,12,1,10,28,42,14,392
961,3,6,1,9,16,25,9,209
962,4,18,1,2,23,50,27,77
963,3,10,1,3,28,39,11,89
964,1,6,1,2,31,47,16,63
965,1,13,1,6,5,15,10,85
966,2,20,1,6,9,40,31,231
967,4,9,1,7,10,42,32,284
968,3,8,1,5,37,46,9,193
969,4,13,1,7,30,35,5,215
970,2,16,1,10,6,25,19,244
971,1,15,1,6,12,40,28,228
972,4,14,1,10,14,29,15,276
973,3,9,1,5,32,49,17,213
974,3,8,1,5,19,37,18,166
975,4,10,1,5,31,31,0,124
976,4,10,1,2,26,49,23,72
977,2,10,1,3,18,32,14,78
978,2,12,1,8,31,34,3,241
979,4,12,1,7,38,50,12,312
980,4,11,1,10,19,36,17,341
981,4,19,1,3,7,46,39,131
982,3,19,1,3,6,39,33,111
983,2,20,1,6,14,27,13,148
984,3,6,1,6,25,35,10,185
985,4,18,1,7,6,45,39,309
986,4,5,1,4,8,48,40,184
987,3,19,1,4,21,41,20,143
988,1,20,1,4,40,47,7,148
989,1,20,1,5,10,31,21,145
990,4,6,1,7,15,34,19,223
991,1,13,1,3,28,41,13,95
992,3,18,1,9,5,31,26,274
993,3,19,1,6,15,16,1,81
994,3,5,1,9,32,49,17,409
995,4,18,1,3,26,29,3,61
996,3,15,1,4,16,31,15,108
997,4,15,1,9,29,44,15,367
998,1,10,1,7,26,32,6,198
999,2,10,1,4,24,35,11,116
