id,machine_counts,job_counts,w_min,w_max,p_min,p_max,processing_time_range,weighted_processing_time_range
772,1,11,1,9,26,32,6,262
773,3,15,1,8,8,25,17,192
774,2,6,1,3,30,35,5,75
775,3,7,1,10,31,37,6,339
776,3,12,1,5,35,35,0,140
777,1,7,1,10,30,36,6,330
778,4,8,1,7,10,16,6,102
779,3,14,1,10,13,40,27,387
780,2,14,1,6,23,28,5,145
781,2,7,1,5,7,34,27,163
782,3,14,1,7,29,48,19,307
783,2,16,1,3,14,17,3,37
784,4,13,1,2,22,27,5,32
785,1,6,1,6,35,40,5,205
786,2,15,1,8,8,33,25,256
787,1,17,1,6,6,15,9,84
788,4,19,1,7,17,31,14,200
789,3,7,1,10,31,38,7,349
790,1,18,1,10,18,28,10,262
791,2,11,1,8,28,48,20,356
792,2,9,1,3,8,33,25,91
793,2,20,1,3,5,34,29,97
794,3,18,1,9,12,21,9,177
795,2,20,1,7,18,31,13,199
796,3,11,1,5,8,31,23,147
797,2,11,1,2,22,41,19,60
798,1,6,1,4,21,46,25,163
799,4,20,1,9,21,47,26,402
800,2,8,1,4,10,40,30,150
801,1,14,1,3,5,30,25,85
802,4,10,1,6,22,48,26,266
803,2,18,1,2,25,26,1,27
804,4,10,1,10,29,38,9,351
805,1,16,1,9,20,22,2,178
806,2,14,1,5,31,34,3,139
807,2,13,1,9,20,38,18,322
808,3,13,1,7,13,32,19,211
809,1,5,1,6,15,31,16,171
810,3,9,1,9,7,19,12,164
811,2,9,1,5,41,49,8,204
812,2,19,1,5,22,35,13,153
813,2,16,1,9,7,9,2,74
814,1,20,1,4,5,34,29,131
815,4,10,1,6,13,28,15,155
816,4,12,1,7,22,47,25,307
817,1,18,1,6,6,40,34,234
818,3,20,1,3,31,39,8,86
819,1,7,1,6,14,47,33,268
820,4,12,1,7,10,41,31,277
821,1,13,1,5,40,47,7,195
822,2,15,1,6,15,34,19,189
823,4,20,1,4,25,33,8,107
824,2,5,1,9,44,44,0,352
825,3,5,1,9,36,37,1,297
826,2,9,1,10,24,45,21,426
827,4,12,1,2,12,31,19,50
828,1,15,1,10,31,34,3,309
829,2,6,1,2,31,43,12,55
830,2,11,1,9,9,42,33,369
831,1,11,1,4,33,49,16,163
832,3,18,1,5,35,40,5,165
833,3,19,1,6,22,33,11,176
834,3,7,1,5,22,26,4,108
835,4,16,1,2,35,45,10,55
836,2,9,1,4,17,28,11,95
837,3,9,1,2,6,38,32,70
838,3,11,1,5,36,46,10,194
839,4,5,1,4,27,35,8,113
840,3,6,1,9,19,42,23,359
841,2,14,1,8,11,36,25,277
842,2,13,1,4,14,30,16,106
843,4,18,1,8,7,44,37,345
844,4,14,1,8,20,45,25,340
845,2,5,1,9,12,41,29,357
846,1,5,1,6,28,45,17,242
847,1,18,1,3,31,38,7,83
848,2,16,1,6,9,48,39,279
849,1,10,1,6,31,39,8,203
850,4,12,1,3,5,25,20,70
851,4,18,1,4,15,42,27,153
852,3,12,1,2,22,41,19,60
853,4,15,1,2,25,29,4,33
854,3,6,1,2,20,35,15,50
855,3,14,1,9,17,23,6,190
856,3,16,1,10,12,26,14,248
857,4,14,1,10,28,38,10,352
858,1,18,1,6,29,44,15,235
859,2,9,1,10,9,30,21,291
860,2,20,1,3,5,35,30,100
861,2,11,1,6,5,37,32,217
862,2,5,1,5,13,36,23,167
863,3,19,1,3,16,50,34,134
864,4,9,1,3,7,11,4,26
865,3,15,1,10,26,39,13,364
866,3,20,1,10,9,39,30,381
867,1,20,1,9,26,28,2,226
868,1,9,1,8,5,48,43,379
869,4,17,1,4,22,45,23,158
870,4,9,1,6,15,20,5,105
871,2,5,1,7,8,40,32,272
872,4,10,1,4,32,45,13,148
873,2,10,1,4,6,9,3,30
874,2,9,1,7,27,43,16,274
875,4,20,1,8,11,22,11,165
876,4,8,1,10,33,44,11,407
877,2,18,1,5,8,44,36,212
878,3,16,1,7,10,29,19,193
879,4,19,1,9,16,41,25,353
880,3,19,1,7,8,18,10,118
881,4,6,1,7,15,42,27,279
882,4,11,1,3,9,19,10,48
883,3,17,1,3,13,34,21,89
884,4,14,1,8,38,40,2,282
885,2,12,1,7,27,29,2,176
886,4,11,1,3,34,44,10,98
887,4,16,1,8,15,41,26,313
888,2,7,1,2,19,25,6,31
889,1,15,1,3,7,26,19,71
890,3,7,1,4,35,44,9,141
891,4,12,1,2,22,48,26,74
892,1,17,1,3,36,39,3,81
893,2,17,1,2,17,43,26,69
894,2,10,1,6,10,12,2,62
895,3,9,1,6,15,49,34,279
896,1,5,1,7,17,31,14,200
897,1,14,1,8,6,42,36,330
898,1,14,1,4,10,34,24,126
899,4,5,1,6,18,47,29,264
900,1,13,1,8,25,43,18,319
901,3,13,1,7,33,50,17,317
902,2,15,1,5,5,6,1,25
903,1,14,1,5,14,29,15,131
904,3,13,1,6,28,43,15,230
905,4,9,1,8,7,45,38,353
906,2,16,1,4,6,46,40,178
907,4,18,1,7,27,50,23,323
908,1,13,1,5,10,26,16,120
909,4,18,1,7,28,48,20,308
910,1,10,1,4,8,26,18,96
911,2,6,1,3,11,17,6,40
912,1,9,1,6,12,22,10,120
913,1,6,1,6,16,20,4,104
914,1,20,1,6,33,40,7,207
915,1,19,1,6,22,24,2,122
916,4,6,1,2,9,16,7,23
917,2,14,1,7,15,34,19,223
918,1,20,1,8,35,40,5,285
919,2,13,1,9,8,41,33,361
920,3,20,1,2,35,36,1,37
921,2,8,1,2,16,37,21,58
922,3,5,1,8,24,33,9,240
923,2,13,1,4,35,44,9,141
924,3,11,1,5,11,21,10,94
925,4,17,1,2,9,19,10,29
926,1,10,1,3,20,36,16,88
927,2,9,1,8,19,45,26,341
928,3,19,1,7,12,44,32,296
929,4,5,1,4,35,44,9,141
930,1,17,1,9,19,46,27,395
931,1,16,1,6,20,37,17,202
932,1,15,1,2,10,20,10,30
933,1,16,1,8,13,45,32,347
934,3,7,1,6,36,45,9,234
935,2,10,1,9,19,24,5,197
936,1,18,1,5,21,38,17,169
937,4,11,1,5,15,16,1,65
938,4,17,1,6,13,26,13,143
939,2,19,1,7,15,32,17,209
940,4,9,1,7,28,49,21,315
941,1,9,1,3,7,45,38,128
942,3,10,1,10,10,14,4,130
943,2,13,1,8,41,46,5,327
944,1,9,1,7,12,23,11,149
945,1,5,1,7,11,25,14,164
946,2,20,1,6,40,50,10,260
947,1,9,1,4,8,20,12,72
948,4,10,1,10,6,20,14,194
949,4,18,1,8,17,27,10,199
950,3,13,1,2,27,31,4,35
951,3,7,1,3,22,35,13,83
952,4,13,1,4,35,48,13,157
953,3,10,1,7,13,36,23,239
954,3,13,1,5,28,37,9,157
955,3,17,1,7,15,50,35,335
956,2,20,1,2,37,48,11,59
957,1,6,1,10,23,37,14,347
958,3,20,1,3,32,33,1,67
959,2,18,1,5,32,34,2,138
960,2,5,1,4,29,46,17,155
961,2,8,1,6,10,21,11,116
962,1,20,1,7,11,32,21,213
963,2,19,1,8,5,43,38,339
964,3,15,1,2,24,24,0,24
965,2,18,1,7,14,26,12,168
966,1,7,1,5,19,45,26,206
967,4,13,1,6,12,16,4,84
968,3,14,1,4,31,37,6,117
969,1,10,1,3,19,30,11,71
970,4,10,1,8,7,10,3,73
971,1,14,1,3,35,47,12,106
972,4,6,1,7,37,40,3,243
973,4,8,1,10,22,50,28,478
974,2,11,1,8,30,38,8,274
975,3,9,1,8,11,16,5,117
976,4,10,1,7,30,35,5,215
977,3,10,1,6,30,37,7,192
978,3,10,1,9,46,48,2,386
979,4,10,1,5,43,46,3,187
980,3,16,1,6,14,42,28,238
981,2,8,1,6,6,24,18,138
982,4,14,1,5,40,43,3,175
983,3,18,1,5,22,42,20,188
984,3,17,1,3,18,25,7,57
985,4,18,1,5,14,14,0,56
986,1,5,1,9,9,44,35,387
987,4,15,1,2,7,24,17,41
988,3,5,1,6,32,50,18,268
989,1,15,1,5,41,44,3,179
990,4,14,1,8,14,27,13,202
991,2,13,1,10,15,17,2,155
992,1,14,1,2,22,32,10,42
993,1,19,1,4,27,46,19,157
994,4,9,1,3,25,29,4,62
995,3,16,1,4,13,16,3,51
996,4,10,1,3,15,23,8,54
997,4,18,1,9,24,25,1,201
998,1,8,1,2,5,32,27,59
999,3,14,1,7,11,18,7,115
