id,machine_counts,job_counts,w_min,w_max,p_min,p_max,processing_time_range,weighted_processing_time_range
772,1,17,0,2,23,27,4,54
773,1,11,0,5,30,34,4,170
774,3,12,0,7,37,49,12,343
775,4,12,0,5,11,15,4,75
776,3,17,0,7,33,45,12,315
777,4,6,0,3,5,16,11,48
778,2,10,0,7,27,39,12,273
779,1,9,0,8,42,49,7,392
780,4,8,0,3,13,43,30,129
781,4,12,0,8,30,47,17,376
782,2,14,0,7,21,33,12,231
783,2,5,0,5,20,29,9,145
784,1,8,0,8,6,43,37,344
785,1,7,0,6,5,32,27,192
786,1,8,0,9,15,38,23,342
787,3,19,0,2,17,50,33,100
788,1,15,0,6,8,19,11,114
789,2,18,0,5,21,35,14,175
790,4,14,0,5,10,42,32,210
791,1,16,0,4,16,30,14,120
792,2,13,0,8,15,44,29,352
793,2,17,0,2,19,37,18,74
794,2,20,0,3,49,50,1,150
795,1,19,0,5,13,29,16,145
796,2,7,0,8,19,20,1,160
797,1,11,0,2,12,34,22,68
798,1,12,0,1,44,45,1,45
799,4,16,0,9,24,27,3,243
800,4,18,0,4,19,44,25,176
801,2,12,0,1,13,23,10,23
802,4,10,0,2,11,14,3,28
803,3,7,0,2,5,8,3,16
804,1,13,0,7,13,45,32,315
805,4,16,0,5,25,44,19,220
806,4,7,0,5,5,14,9,70
807,4,8,0,1,42,42,0,42
808,3,15,0,9,40,49,9,441
809,3,18,0,4,7,36,29,144
810,2,16,0,4,14,47,33,188
811,3,7,0,8,19,33,14,264
812,4,17,0,7,15,35,20,245
813,1,13,0,4,13,49,36,196
814,1,19,0,9,19,42,23,378
815,2,12,0,1,6,44,38,44
816,2,7,0,6,41,47,6,282
817,1,8,0,8,16,40,24,320
818,2,5,0,7,21,37,16,259
819,1,5,0,1,12,34,22,34
820,1,10,0,1,38,46,8,46
821,4,9,0,3,29,49,20,147
822,4,20,0,4,36,40,4,160
823,2,17,0,7,6,21,15,147
824,4,6,0,6,18,20,2,120
825,4,16,0,8,20,27,7,216
826,3,20,0,6,13,47,34,282
827,3,13,0,1,18,42,24,42
828,1,6,0,6,15,24,9,144
829,2,9,0,7,26,34,8,238
830,2,17,0,8,15,28,13,224
831,3,12,0,6,26,28,2,168
832,1,10,0,3,34,39,5,117
833,3,14,0,9,12,12,0,108
834,1,11,0,5,17,27,10,135
835,2,14,0,4,10,20,10,80
836,2,6,0,6,9,13,4,78
837,2,9,0,4,19,27,8,108
838,2,20,0,9,38,49,11,441
839,4,11,0,3,42,47,5,141
840,2,8,0,2,9,48,39,96
841,3,19,0,2,37,43,6,86
842,4,11,0,5,20,47,27,235
843,1,7,0,4,19,37,18,148
844,1,19,0,7,6,18,12,126
845,1,6,0,3,8,36,28,108
846,2,19,0,3,13,50,37,150
847,1,8,0,9,18,44,26,396
848,1,16,0,8,5,50,45,400
849,3,6,0,6,15,28,13,168
850,1,12,0,6,22,25,3,150
851,3,12,0,4,9,25,16,100
852,1,17,0,2,30,35,5,70
853,4,20,0,2,9,14,5,28
854,4,19,0,1,6,34,28,34
855,2,20,0,9,13,15,2,135
856,4,7,0,1,19,28,9,28
857,3,9,0,7,18,21,3,147
858,1,19,0,4,22,41,19,164
859,3,12,0,6,27,30,3,180
860,4,19,0,8,34,35,1,280
861,2,7,0,1,19,28,9,28
862,1,6,0,2,31,42,11,84
863,1,15,0,2,40,47,7,94
864,1,8,0,8,8,24,16,192
865,1,18,0,9,18,36,18,324
866,1,14,0,9,13,50,37,450
867,4,11,0,4,24,43,19,172
868,2,5,0,4,10,35,25,140
869,1,14,0,2,19,21,2,42
870,3,9,0,8,17,43,26,344
871,3,16,0,1,10,17,7,17
872,2,13,0,7,18,21,3,147
873,4,18,0,6,17,22,5,132
874,3,14,0,9,27,44,17,396
875,1,17,0,1,8,38,30,38
876,1,9,0,3,31,37,6,111
877,2,14,0,9,7,8,1,72
878,3,7,0,8,7,23,16,184
879,4,15,0,9,32,34,2,306
880,4,13,0,8,30,37,7,296
881,2,11,0,2,6,43,37,86
882,3,6,0,8,31,43,12,344
883,2,16,0,3,27,49,22,147
884,3,16,0,8,11,43,32,344
885,4,15,0,5,28,31,3,155
886,1,9,0,2,6,23,17,46
887,1,15,0,4,7,11,4,44
888,2,16,0,9,19,35,16,315
889,1,12,0,4,30,35,5,140
890,1,11,0,2,26,31,5,62
891,3,20,0,4,22,32,10,128
892,4,20,0,7,17,19,2,133
893,3,12,0,3,27,50,23,150
894,4,18,0,5,20,48,28,240
895,2,11,0,2,5,18,13,36
896,2,19,0,3,24,26,2,78
897,4,16,0,4,22,31,9,124
898,1,7,0,3,38,42,4,126
899,2,6,0,4,24,48,24,192
900,2,6,0,6,9,9,0,54
901,4,12,0,8,20,41,21,328
902,1,12,0,9,43,44,1,396
903,3,10,0,9,13,33,20,297
904,2,14,0,5,21,28,7,140
905,2,8,0,3,14,44,30,132
906,3,18,0,5,21,22,1,110
907,4,13,0,1,24,42,18,42
908,4,12,0,1,8,10,2,10
909,1,14,0,4,16,24,8,96
910,2,14,0,8,9,31,22,248
911,4,9,0,9,38,50,12,450
912,2,8,0,8,27,49,22,392
913,4,17,0,4,28,34,6,136
914,3,17,0,4,17,50,33,200
915,2,10,0,1,43,45,2,45
916,3,17,0,1,12,44,32,44
917,3,10,0,5,36,39,3,195
918,4,17,0,9,8,10,2,90
919,3,16,0,5,14,50,36,250
920,2,9,0,2,14,30,16,60
921,3,20,0,8,33,50,17,400
922,1,14,0,4,14,31,17,124
923,1,20,0,5,23,40,17,200
924,4,15,0,4,27,31,4,124
925,4,13,0,3,22,45,23,135
926,4,12,0,9,15,19,4,171
927,4,18,0,5,21,34,13,170
928,3,17,0,9,7,26,19,234
929,3,11,0,5,8,14,6,70
930,1,11,0,3,18,46,28,138
931,2,17,0,1,27,34,7,34
932,1,17,0,4,12,41,29,164
933,4,16,0,6,21,23,2,138
934,4,17,0,2,11,17,6,34
935,1,11,0,8,12,22,10,176
936,1,18,0,1,31,38,7,38
937,3,11,0,1,49,50,1,50
938,2,16,0,2,23,44,21,88
939,4,9,0,5,10,30,20,150
940,3,5,0,7,21,32,11,224
941,4,12,0,2,13,35,22,70
942,4,10,0,8,31,48,17,384
943,1,13,0,3,36,42,6,126
944,4,10,0,7,49,50,1,350
945,2,12,0,1,23,35,12,35
946,3,19,0,1,8,41,33,41
947,1,9,0,1,41,48,7,48
948,4,6,0,7,14,49,35,343
949,4,18,0,2,5,30,25,60
950,3,17,0,2,13,42,29,84
951,2,11,0,9,18,26,8,234
952,3,6,0,5,17,19,2,95
953,1,20,0,3,23,24,1,72
954,2,16,0,6,8,28,20,168
955,4,12,0,2,37,48,11,96
956,3,15,0,3,11,45,34,135
957,1,7,0,4,28,49,21,196
958,1,12,0,7,20,37,17,259
959,1,12,0,6,8,21,13,126
960,4,5,0,6,5,20,15,120
961,1,15,0,6,21,38,17,228
962,4,15,0,6,13,16,3,96
963,4,14,0,7,33,48,15,336
964,1,17,0,2,25,39,14,78
965,1,11,0,2,27,39,12,78
966,1,5,0,8,8,35,27,280
967,3,16,0,8,10,10,0,80
968,3,17,0,7,30,43,13,301
969,3,11,0,8,10,40,30,320
970,3,5,0,3,22,42,20,126
971,1,17,0,1,26,48,22,48
972,1,10,0,4,11,47,36,188
973,2,16,0,8,6,6,0,48
974,4,13,0,3,32,42,10,126
975,4,14,0,8,18,44,26,352
976,1,17,0,6,20,35,15,210
977,3,20,0,3,7,21,14,63
978,3,5,0,6,15,29,14,174
979,3,5,0,2,18,28,10,56
980,3,8,0,4,16,32,16,128
981,3,19,0,1,18,38,20,38
982,1,8,0,1,38,44,6,44
983,1,5,0,5,7,30,23,150
984,3,10,0,6,22,30,8,180
985,3,5,0,5,25,45,20,225
986,3,14,0,5,23,44,21,220
987,1,7,0,8,27,42,15,336
988,3,8,0,1,35,41,6,41
989,4,17,0,8,18,44,26,352
990,2,17,0,4,17,40,23,160
991,2,20,0,6,18,28,10,168
992,3,17,0,5,38,42,4,210
993,1,20,0,5,16,43,27,215
994,4,15,0,6,40,48,8,288
995,4,11,0,7,15,37,22,259
996,1,11,0,9,5,42,37,378
997,2,13,0,8,6,13,7,104
998,1,6,0,6,38,49,11,294
999,2,15,0,4,13,46,33,184
