id,machine_counts,job_counts,w_min,w_max,p_min,p_max,processing_time_range,weighted_processing_time_range
772,4,19,0,5,33,36,3,180
773,4,12,0,2,15,20,5,40
774,1,12,0,6,6,47,41,282
775,1,13,0,4,40,47,7,188
776,4,18,0,5,28,37,9,185
777,4,15,0,4,26,40,14,160
778,4,11,0,2,6,20,14,40
779,1,20,0,5,40,50,10,250
780,1,8,0,1,23,39,16,39
781,3,17,0,5,18,23,5,115
782,1,17,0,5,6,19,13,95
783,1,20,0,9,19,49,30,441
784,2,8,0,9,6,34,28,306
785,3,13,0,3,7,48,41,144
786,1,6,0,5,43,47,4,235
787,2,9,0,2,8,41,33,82
788,1,20,0,2,19,28,9,56
789,3,16,0,4,6,37,31,148
790,3,13,0,7,40,50,10,350
791,3,7,0,8,10,31,21,248
792,2,20,0,4,12,42,30,168
793,1,18,0,1,8,24,16,24
794,1,20,0,9,30,33,3,297
795,1,17,0,7,15,50,35,350
796,3,11,0,1,18,44,26,44
797,3,15,0,6,13,22,9,132
798,2,20,0,7,32,43,11,301
799,2,20,0,4,46,50,4,200
800,4,6,0,3,11,12,1,36
801,3,15,0,5,18,32,14,160
802,2,13,0,4,19,32,13,128
803,2,12,0,5,7,15,8,75
804,3,11,0,1,12,38,26,38
805,3,11,0,3,11,26,15,78
806,3,18,0,6,29,41,12,246
807,3,6,0,2,14,35,21,70
808,4,15,0,4,16,36,20,144
809,4,12,0,4,21,23,2,92
810,2,15,0,4,13,47,34,188
811,4,17,0,2,30,39,9,78
812,1,10,0,3,43,47,4,141
813,2,13,0,3,10,40,30,120
814,4,5,0,1,14,46,32,46
815,3,5,0,3,30,36,6,108
816,1,16,0,6,15,22,7,132
817,2,16,0,3,12,21,9,63
818,2,14,0,7,29,33,4,231
819,3,16,0,5,25,37,12,185
820,2,11,0,6,30,39,9,234
821,1,18,0,4,23,44,21,176
822,1,15,0,7,10,35,25,245
823,4,5,0,3,17,23,6,69
824,3,9,0,7,15,49,34,343
825,3,12,0,6,22,49,27,294
826,3,14,0,8,34,43,9,344
827,1,17,0,6,11,31,20,186
828,2,13,0,1,21,30,9,30
829,1,10,0,8,10,42,32,336
830,4,18,0,1,10,23,13,23
831,2,19,0,9,8,15,7,135
832,2,8,0,6,15,25,10,150
833,2,14,0,3,41,50,9,150
834,4,15,0,3,22,33,11,99
835,2,9,0,2,42,48,6,96
836,3,15,0,2,19,48,29,96
837,3,20,0,8,35,38,3,304
838,4,20,0,7,31,48,17,336
839,2,12,0,5,20,23,3,115
840,2,17,0,4,9,12,3,48
841,4,13,0,1,14,48,34,48
842,2,18,0,9,30,33,3,297
843,1,10,0,8,28,46,18,368
844,1,13,0,5,31,35,4,175
845,3,18,0,1,8,33,25,33
846,1,7,0,5,23,41,18,205
847,3,16,0,7,13,39,26,273
848,2,12,0,7,27,45,18,315
849,1,12,0,9,39,50,11,450
850,3,16,0,9,12,29,17,261
851,3,16,0,9,24,36,12,324
852,2,17,0,7,5,11,6,77
853,3,6,0,7,12,24,12,168
854,1,9,0,7,33,42,9,294
855,3,14,0,6,23,25,2,150
856,4,6,0,5,13,34,21,170
857,1,13,0,9,6,17,11,153
858,2,10,0,8,11,46,35,368
859,4,17,0,1,33,45,12,45
860,3,19,0,3,33,37,4,111
861,4,19,0,6,5,11,6,66
862,4,20,0,1,28,44,16,44
863,4,14,0,5,41,47,6,235
864,2,7,0,6,32,34,2,204
865,2,12,0,9,12,32,20,288
866,3,12,0,1,17,33,16,33
867,2,11,0,7,17,26,9,182
868,1,12,0,2,26,39,13,78
869,3,6,0,7,19,34,15,238
870,3,20,0,8,43,49,6,392
871,4,15,0,2,18,40,22,80
872,2,16,0,9,46,47,1,423
873,1,12,0,6,17,39,22,234
874,2,9,0,9,19,49,30,441
875,1,8,0,2,10,32,22,64
876,1,8,0,6,34,37,3,222
877,4,5,0,4,29,41,12,164
878,3,17,0,1,38,45,7,45
879,2,10,0,4,14,46,32,184
880,2,19,0,5,32,32,0,160
881,2,5,0,1,17,33,16,33
882,3,12,0,6,27,45,18,270
883,2,6,0,7,11,16,5,112
884,4,17,0,9,30,47,17,423
885,4,12,0,6,8,34,26,204
886,2,16,0,9,7,31,24,279
887,3,20,0,6,7,23,16,138
888,4,10,0,8,5,14,9,112
889,1,18,0,1,9,11,2,11
890,2,14,0,8,17,24,7,192
891,1,10,0,8,26,33,7,264
892,3,15,0,7,6,42,36,294
893,1,17,0,1,20,37,17,37
894,3,8,0,7,5,5,0,35
895,3,10,0,7,5,40,35,280
896,3,9,0,4,22,48,26,192
897,1,14,0,1,23,24,1,24
898,3,20,0,6,9,27,18,162
899,2,14,0,3,38,48,10,144
900,3,15,0,7,12,23,11,161
901,3,18,0,5,11,16,5,80
902,3,18,0,8,11,23,12,184
903,3,15,0,4,6,17,11,68
904,1,10,0,5,28,41,13,205
905,4,13,0,2,45,48,3,96
906,3,16,0,3,25,37,12,111
907,3,18,0,3,32,37,5,111
908,1,18,0,4,5,34,29,136
909,3,16,0,3,9,49,40,147
910,1,11,0,7,30,44,14,308
911,4,8,0,4,27,33,6,132
912,4,14,0,6,24,29,5,174
913,3,12,0,3,47,48,1,144
914,2,20,0,3,24,32,8,96
915,2,18,0,8,14,34,20,272
916,3,12,0,7,31,39,8,273
917,4,16,0,5,10,24,14,120
918,3,12,0,5,18,31,13,155
919,2,5,0,2,17,31,14,62
920,2,19,0,1,19,47,28,47
921,1,16,0,9,34,39,5,351
922,4,13,0,7,16,19,3,133
923,3,13,0,8,10,38,28,304
924,1,8,0,1,7,27,20,27
925,2,18,0,5,22,31,9,155
926,4,19,0,9,17,33,16,297
927,1,14,0,4,16,20,4,80
928,3,20,0,7,5,21,16,147
929,2,9,0,7,23,26,3,182
930,4,8,0,1,24,46,22,46
931,1,9,0,7,13,35,22,245
932,4,9,0,3,15,50,35,150
933,1,15,0,3,20,33,13,99
934,4,18,0,4,35,40,5,160
935,3,6,0,2,13,44,31,88
936,3,8,0,8,21,40,19,320
937,2,16,0,1,42,46,4,46
938,2,17,0,5,15,17,2,85
939,4,5,0,8,32,34,2,272
940,4,18,0,7,13,27,14,189
941,4,7,0,7,12,35,23,245
942,4,14,0,8,21,21,0,168
943,2,17,0,5,13,29,16,145
944,4,17,0,6,45,50,5,300
945,2,10,0,4,6,48,42,192
946,4,17,0,7,21,31,10,217
947,1,19,0,3,11,26,15,78
948,4,9,0,7,36,36,0,252
949,2,19,0,4,18,33,15,132
950,1,5,0,6,46,50,4,300
951,4,16,0,5,8,45,37,225
952,2,5,0,9,34,50,16,450
953,1,6,0,4,9,23,14,92
954,4,15,0,8,18,18,0,144
955,4,19,0,2,20,34,14,68
956,2,20,0,2,6,32,26,64
957,2,12,0,9,16,49,33,441
958,2,19,0,4,18,28,10,112
959,1,15,0,3,5,39,34,117
960,3,12,0,6,35,40,5,240
961,3,10,0,6,9,36,27,216
962,4,8,0,8,33,48,15,384
963,4,9,0,2,13,26,13,52
964,4,14,0,7,10,26,16,182
965,2,17,0,9,12,19,7,171
966,4,20,0,8,8,48,40,384
967,3,14,0,2,10,36,26,72
968,4,7,0,6,18,34,16,204
969,1,9,0,1,37,47,10,47
970,1,20,0,9,13,44,31,396
971,3,6,0,5,25,26,1,130
972,4,14,0,1,34,44,10,44
973,2,13,0,9,31,41,10,369
974,2,18,0,9,31,42,11,378
975,4,7,0,5,6,11,5,55
976,2,14,0,4,24,39,15,156
977,1,16,0,9,28,40,12,360
978,2,15,0,2,32,37,5,74
979,1,16,0,7,29,38,9,266
980,4,13,0,4,8,19,11,76
981,4,14,0,8,9,20,11,160
982,1,11,0,1,27,46,19,46
983,2,18,0,1,10,18,8,18
984,2,8,0,9,29,32,3,288
985,3,20,0,6,34,47,13,282
986,1,6,0,5,30,49,19,245
987,1,10,0,9,23,26,3,234
988,2,5,0,2,16,33,17,66
989,4,9,0,7,15,18,3,126
990,4,14,0,6,22,42,20,252
991,3,13,0,5,16,45,29,225
992,2,9,0,6,38,38,0,228
993,1,9,0,7,18,21,3,147
994,3,15,0,2,25,42,17,84
995,1,11,0,9,30,48,18,432
996,1,8,0,6,10,12,2,72
997,3,8,0,6,7,40,33,240
998,1,19,0,1,8,32,24,32
999,2,15,0,5,13,43,30,215
